,Unnamed: 0,facility,latitude,longitude,altitude,accuracy,kmfl_new,kmfl,nn?,keph_level,county,constituency,sub_county,ward,keph_level_new,Ownership,QQ2,Q2,QQ3,20km_to_level4,10km_to_level4,15km_to_level4,5km_to_level4,7_5km_to_level4,12_5km_to_level4,17_5km_to_level4
10433,10434,Kipsoit Dispensary,0.511351,35.650723,1151.0,3.204,n_23469,n,23469,Level 2,Baringo,Baringo Central,Baringo Central,Kabarnet,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10434,10435,Bliss Gvs Healthcare (Al-Imran Plaza),-0.104526,34.75361,1161.700073,19.138,n_23534,n,23534,Level 2,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10435,10436,Star Hospital Kisumu (Annex),-0.084108,34.790834,1143.700073,8.383,n_23543,n,23543,Level 4,Kisumu,Kisumu East,Kisumu East,Kolwa Central,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10436,10437,The Aga Khan Health Service,-4.285646,39.575237,-15.0,20.0,n_23544,n,23544,Level 2,Kwale,Msambweni,Msambweni,Ukunda,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10437,10438,Kapkut Dispensary,0.463273,35.740798,2014.0,4.1,n_23574,n,23574,Level 2,Baringo,Baringo Central,Baringo Central,Kapropita,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10438,10439,Rimaal Prime Community Hospital,-1.183952,37.447276,1310.5,20.0,n_23595,n,23595,Level 4,Machakos,Yatta,Yatta,Kithimani,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10439,10440,Stirling Medical Centre,0.4567,34.23896,1203.1,6.44,n_23604,n,23604,Level 2,Busia,Nambale,Nambale,Nambale,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10440,10441,THE RHAMU HOSPITAL IMAGING AND DIAGNOSTIC CENTRE,3.932796,41.219503,263.699982,5.83,n_23711,n,23711,Level 4,Mandera,Mandera North,Mandera North,Rhamu,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10441,10442,Kingdom Faith Based Hospital,0.632973,34.748703,1612.4,21.200001,n_23764,n,23764,Level 4,Bungoma,Webute West,Webuye West,Matulo,Level 4,Faith Based Organization,rural,Rural,Hospital,0,0,0,0,0,0,0
10442,10443,Migwani Medical Centre,-1.095719,38.017025,1273.2,4.616,n_23773,n,23773,Level 2,Kitui,Mwingi West,Mwingi West,Migwani,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10443,10444,BLISS GVS Health Care Limited (Murang'a),-0.719344,37.1554,1299.099976,27.534,n_23801,n,23801,Level 2,Murang'a,Kiharu,Kiharu,Township,Level 2,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10444,10445,Elbor Dispensary,3.487792,38.240795,785.3,6.76,n_23829,n,23829,Level 2,Marsabit,Moyale,Moyale,Uran,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10445,10446,Oasis Mental Health Limited,-1.238969,36.786593,1701.363,3.9,n_23879,n,23879,Level 4,Nairobi,Westlands,Westlands,Kitisuru,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10446,10447,Clinix Health Care,-1.290847,36.823045,1651.099976,16.976999,n_23886,n,23886,Level 2,Nairobi,Starehe,Starehe,Nairobi Central,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10447,10448,Chilodi CrossFit Health Centre,-3.880014,39.560167,207.2,4.516,n_23924,n,23924,Level 3,Kilifi,Rabai,Rabai,Ruruma,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
10448,10449,Mandingo Dispensary,-2.50307,40.256125,3.2,3.916,n_23939,n,23939,Level 2,Tana River,Garsen,Garsen,Kipini West,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10449,10450,Asad Medical Centre (Garissa),0.008041,40.366897,142.7,4.22,n_2396520,n,2396520,Level 4,Garissa,,,Jarajila,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10450,10451,EastValley Nursing Home(Naivasha),-0.730868,36.449795,1973.300049,7.525,n_23978,n,23978,Level 3,Nakuru,Naivasha,Naivasha,Lake View,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
10451,10452,Nalondo Dispensary,0.815128,34.419247,1432.6,3.36,n_23980,n,23980,Level 2,Bungoma,Mt. Elgon,Cheptais,Cheptais,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10452,10453,Bliss GVS Heathcare Limited (Wote),-1.781774,37.623797,1113.5,29.695999,n_24027,n,24027,Level 3,Makueni,Makueni,Makueni,Wote,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10453,10454,Nyagacho Dispensary,-0.680914,35.064611,1784.0,5.816,n_24068,n,24068,Level 2,Nyamira,Borabu,Borabu,Mekenene,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10454,10455,Darweed Dispensary,3.442746,40.230042,578.3,3.9,n_24084,n,24084,Level 2,Mandera,Mandera West,Mandera West,Lagsure,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10455,10456,Sigma Medical Centre (Kirinyaga),-0.495473,37.351141,1454.7,8.133,n_24088,n,24088,Level 2,Kirinyaga,Gichugu,Kirinyaga East,Baragwi,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
10456,10457,Shirango Dispensary,-3.479431,39.225412,278.1,6.78,n_24117,n,24117,Level 2,Kilifi,Ganze,Ganze,Bamba,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10457,10458,Bore imani Dispensary,-2.856301,40.078261,68.6,4.42,n_24120,n,24120,Level 2,Kilifi,Magarini,Magarini,Adu,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10458,10459,Tunzanani dispensary,-3.885014,39.712435,34.1,3.316,n_2413841,n,2413841,Level 2,Kilifi,Kilifi South,Kilifi South,Mtepeni,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10459,10460,Larine Medical Clinic,-0.124292,35.938466,1744.400024,3.9,n_24152,n,24152,Level 2,Nakuru,Rongai,Rongai,Visoi,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10460,10461,Marubel Medical Clinic,0.727698,35.832519,2151.6,7.0,n_24156,n,24156,Level 2,Baringo,Baringo North,Baringo North,Saimoi/Kipsaraman,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10461,10462,Alluc Medical Centre,-0.10982,34.452511,1289.1,5.54,n_24197,n,24197,Level 2,Kisumu,Seme,Seme,West Seme,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10462,10463,Virginia Wright Dispensary Kapkemich (Nandi),0.064813,34.872324,1741.8,4.3,n_2420059,n,2420059,Level 2,Nandi,,,Kemeloi,Level 2,Private,rural,Rural,Dispensary,0,0,0,0,0,0,0
10463,10464,Ematsuli Community Medical Clinic,0.115621,34.634817,1560.5,4.629,n_24257,n,24257,Level 2,Vihiga,Emuhaya,Emuhaya,North East Bunyore,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10464,10465,Sachangwan Highway Medical Centre,-0.20564,35.78596,2207.4,9.416,n_24261,n,24261,Level 2,Nakuru,Molo,Molo,Molo,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10465,10466,Got Orango Dispensary,-0.937268,34.333662,1407.5,7.3,n_24282,n,24282,Level 2,Migori,Nyatike,Nyatike,Macalder/Kanyarwanda,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10466,10467,Milestone Medical Centre,-0.671879,34.771861,1649.900024,14.396,n_2434877,n,2434877,Level 2,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10467,10468,Matongo Health Centre (Nyamira),-0.440862,35.011377,1712.6,3.26,n_2442285,n,2442285,Level 2,Nyamira,,,Bokeira,Level 2,Faith Based Organization,rural,Rural,Health Center,0,0,0,0,0,0,0
10468,10469,Queens and Kings Accurate Health Centre,-0.567274,37.324093,1275.400024,20.0,n_24433,n,24433,Level 2,Kirinyaga,Gichugu,Kirinyaga East,Kabare,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
10469,10470,Maryland Medical Centre,-0.671383,34.770891,1644.099976,13.167,n_24437,n,24437,Level 2,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10470,10471,Hunter Medical Center,-0.42344,37.57051,1496.2,2.666,n_24447,n,24447,Level 2,Embu,Runyenjes,Runyenjes,Central Ward,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10471,10472,Bizet Medical Clinic,-1.319528,36.891555,1618.400024,16.176001,n_24500,n,24500,Level 2,Nairobi,Embakasi South,Embakasi South,Pipeline,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10472,10473,Satewa Dispensary,-0.27245,35.81639,2319.2,3.333,n_24513,n,24513,Level 2,Nakuru,Molo,Molo,Elburgon,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10473,10474,Blessed to Bless Medical Clinic,-1.285015,36.912805,1592.800049,17.892,n_24553110,n,24553110,Level 2,Nairobi,Embakasi East,Embakasi East,Lower Savannah,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
10474,10475,Aloete Dispensary,0.726569,34.376063,1370.2,6.7,n_24603,n,24603,Level 2,Busia,Teso North,Teso North,Ang'urai East,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10475,10476,Nyabohanse Medical Centre,-1.206996,34.47135,1622.6,4.316,n_24648,n,24648,Level 2,Migori,Kuria West,Kuria West,Tagare,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10476,10477,Pointnc Medical Clinic,-1.212139,36.823924,1685.300049,15.0,n_24649,n,24649,Level 2,Nairobi,Westlands,Westlands,Karura,Level 2,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
10477,10478,The Wilkista Memorial Hospital,-1.672855,36.934511,1632.8,2.733,n_24658,n,24658,Level 4,Kajiado,Kajiado East,Kajiado East,Kaputiei North,Level 4,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
10478,10479,Ngosuani Community Health Centre (Narok),-1.414117,35.592752,1948.8,25.6,n_24661123,n,24661123,Level 3,Narok,,,Maji Moto,Level 3,Faith Based Organization,rural,Rural,Health Center,0,0,0,0,0,0,0
10479,10480,Eshibembe Health Centre,0.184935,34.475508,1504.7,4.8,n_24686,n,24686,Level 3,Kakamega,Butere,Butere,Marama South,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
10480,10481,Nissi Medical Centre,-0.150331,34.826061,1103.9,5.2,n_24729,n,24729,Level 2,Kisumu,Nyando,Nyando,Kobura,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10481,10482,Beehive Medical Services,2.328521,37.990847,1341.5,10.951,n_24763,n,24763,Level 3,Marsabit,Saku,Saku,Marsabit Central,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10482,10483,Maryrosa Health Care Centre,0.049983,34.437568,1429.3,6.871,n_24785,n,24785,Level 2,Siaya,Gem,Gem,West Gem,Level 3,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
10483,10484,Oracle Healthcare Ltd,-0.370809,35.283604,1995.099976,5.59,n_24796134,n,24796134,Level 2,Kericho,Ainamoi,Ainamoi,Kipchebor,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10484,10485,Rachar Health Centre,-0.488975,34.561245,1188.0,4.8,n_24820,n,24820,Level 3,Homa Bay,Rangwe,Rangwe,Kagan,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
10485,10486,Spring Heritage Nursing Home,-1.107512,37.013637,1504.800049,20.0,n_24822135,n,24822135,Level 3,Kiambu,Juja,Juja,Kalimoni,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
10486,10487,Kings Care Medical Limited,-0.442521,37.435605,1631.0,6.78,n_24827,n,24827,Level 3,Embu,Manyatta,Manyatta,Nginda,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10487,10488,Olmerrui Dispensary,-1.803207,36.865879,1706.8,4.05,n_24832,n,24832,Level 2,Kajiado,Kajiado East,Kajiado East,Kaputiei North,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10488,10489,Riverside Medicare Centre,-1.221929,36.780077,1782.6,5.9,n_24860,n,24860,Level 3,Kiambu,Kiambaa,Kiambaa,Kihara,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10489,10490,Omulo Dispensary,-0.950491,34.471634,1411.4,3.32,n_24867,n,24867,Level 2,Migori,Uriri,Uriri,Central Kanyamkago,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10490,10491,Samuli Dispensary,-2.125573,37.427971,1186.1,2.166,n_24893,n,24893,Level 2,Kajiado,Kajiado East,Kajiado East,Kenyawa-poka,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10491,10492,The Nairobi Hospital Rosslyn Riviera Out Patient Centre,-1.216155,36.800084,1706.248,9.496,n_24918,n,24918,Level 3,Nairobi,Westlands,Westlands,Karura,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10492,10493,Restesar Community Medical Centre,-1.214785,36.922827,1533.8,6.433,n_24933,n,24933,Level 2,Kiambu,Ruiru,Ruiru,Mwiki,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10493,10494,Muungano Dispensary,-4.247147,39.538865,68.9,3.65,n_24994,n,24994,Level 2,Kwale,Matuga,Matuga,Tiwi,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10494,10495,Precious Hospital,-0.464192,37.722383,1133.3,2.9,n_25001,n,25001,Level 3,Embu,Mbeere North,Mbeere North,Evurore,Level 3,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
10495,10496,Getembe Dispensary,-0.671269,34.764121,1623.700073,21.732,n_25027,n,25027,Level 2,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Level 2,Government/Public entity,urban,Urban,Dispensary,0,0,0,0,0,0,0
10496,10497,St. Marcella Medical Clinic,-1.097766,34.541937,1430.4,4.76,n_25039,n,25039,Level 2,Migori,Suna East,Suna East,Suna Central,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10497,10498,ZEVA MEDICAL CENTRE,-0.548139,34.84499,1767.099976,3.9,n_25048,n,25048,Level 2,Kisii,Kitutu Chache North,Kitutu Chache North,Kegogi,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10498,10499,Miguneni Dispensary,-4.016336,39.468994,173.2,3.62,n_25053,n,25053,Level 2,Kwale,Kinango,Kinango,Kasemeni,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10499,10500,Kiborowo Dispensary,-0.602787,35.597475,2417.6,7.04,n_25063,n,25063,Level 2,Nakuru,Kuresoi South,Kuresoi South,Kiptagich,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10500,10501,Aga Khan Medical Centre- Komarock (Nairobi),-1.26754,36.905672,1592.0,20.0,n_25071162,n,25071162,Level 2,Nairobi,,,Komarock,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10501,10502,Mayian Brilliant Medical Centre,-1.094168,36.08777,1928.0,8.0,n_25142,n,25142,Level 2,Narok,Narok East,Narok East,Mosiro,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10502,10503,Kiu Ngatu Medical Clinic,-2.020218,37.083054,1438.5,3.0,n_25164,n,25164,Level 2,Kajiado,Kajiado East,Kajiado East,Imaroro,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10503,10504,Alphil Medical Centre Limited,0.271689,36.316694,2080.3,6.96,n_25169,n,25169,Level 2,Baringo,Baringo South,Marigat,Mochongoi,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10504,10505,Olekasasi Health Centre,-1.395965,36.778151,1701.800049,6.528,n_25184,n,25184,Level 3,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Level 3,Government/Public entity,rural,Rural,Health Center,0,0,0,0,0,0,0
10505,10506,St Cornel Medical Centre,-3.791623,39.259523,258.199982,6.5,n_25186,n,25186,Level 2,Kwale,Kinango,Kinango,Mackinon Road,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10506,10507,Museno Alpha Medical Clinic,0.194737,34.767128,1578.0,5.78,n_25236,n,25236,Level 2,Kakamega,Shinyalu,Shinyalu,Isukha South,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10507,10508,St.John's Dispensary,-1.32896,36.631789,2000.63501,5.36,n_25237,n,25237,Level 2,Kajiado,Kajiado North,Kajiado North,Ngong,Level 2,Faith Based Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
10508,10509,Jamii Health Care,-1.072458,37.061205,1481.099976,7.2,n_25251,n,25251,Level 2,Kiambu,Juja,Juja,Witeithie,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10509,10510,Gateway Health Care Thome,-1.210753,36.87468,1608.700073,9.583,n_25366,n,25366,Level 3,Nairobi,Roysambu,Roysambu,Roysambu,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10510,10511,Equity Afia Utawala Medical Centre,-1.284936,36.956503,1574.800049,6.25,n_25433,n,25433,Level 2,Nairobi,Embakasi East,Embakasi East,Mihango,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10511,10512,Yimwaa Dispensary (Makueni),-2.163136,37.824029,884.8,8.45,n_25434190,n,25434190,Level 2,Makueni,,,Makindu,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10512,10513,Medina Diagnostic Limited (Garissa),0.006935,40.367823,97.400002,5.933,n_25472192,n,25472192,Level 4,Garissa,,,Fafi ward,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10513,10514,Wongonyi Dispensary (Taita Taveta),-3.331216,38.431782,1329.0,4.86,n_25502,n,25502,Level 2,Taita Taveta,,,Ngolia,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10514,10515,Warazo Medical Clinic Mwihoko,-1.214096,36.956829,1584.2,8.16,n_25572,n,25572,Level 2,Kiambu,Ruiru,Ruiru,Mwihoko,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10515,10516,Campel Medical Centre,-0.754368,37.398868,1129.7,8.38,n_25589,n,25589,Level 3,Embu,Mbeere South,Mwea,Mwea,Level 3,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10516,10517,Waridi Family Health Care Center,0.238049,37.938698,1614.700073,28.122,n_25595,n,25595,Level 2,Meru,Igembe South,Igembe South,Maua,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10517,10518,Kenswed  Nursing Home,-1.349451,36.640944,1946.599976,6.968,n_25641,n,25641,Level 2,Kajiado,Kajiado West,Kajiado West,Ewuaso Oo Nkidong'i,Level 3,Private,urban,Urban,Nursing Home,0,0,0,0,0,0,0
10518,10519,Emaira Dispensary,0.266353,34.599055,1341.7,5.82,n_25697,n,25697,Level 2,Kakamega,Butere,Butere,Marama West,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10519,10520,Mimosa Cottage Hospital,-1.20984,36.8741,1608.700073,18.0,n_25723,n,25723,Level 3,Nairobi,Roysambu,Roysambu,Roysambu,Level 3,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10520,10521,Penda Medical Centre - Kahawa Wendani,-1.19631,36.924529,1533.5,18.287001,n_25724,n,25724,Level 2,Kiambu,Ruiru,Ruiru,Kahawa Wendani,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10521,10522,Impact Health Solutions,-1.080357,36.97502,1587.2,4.133,n_25758,n,25758,Level 2,Kiambu,Juja,Juja,Juja,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10522,10523,Ambience Hospital Limited,0.508827,35.291488,2092.299805,22.5,n_25771,n,25771,Level 3,Uasin Gishu,Ainabkoi,Ainabkoi,Kapsoya,Level 3,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10523,10524,Alen Wales Lolgorian Medical Clinic,-1.229693,34.811835,1644.0,9.025,n_25921,n,25921,Level 2,Narok,Kilgoris,Transmara West,Lolgorian,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10524,10525,Nyamanga Nyaliande,-1.04699,34.429224,1358.0,3.98,n_25954,n,25954,Level 2,Migori,Suna East,Suna East,Kakrao,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10525,10526,Equity Afia Medical Clinic,0.28106,34.754281,0.0,15.65,n_25996,n,25996,Level 2,Kakamega,Lurambi,Lurambi,Shirere,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10526,10527,The River jordan Medical Centre Maungu,-3.557157,38.74868,502.600006,22.120001,n_26047,n,26047,Level 2,Taita Taveta,Voi,Voi,Marungu,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10527,10528,Park Nicollet Hospital (Machakos),-1.276047,37.139434,1469.400024,3.6,n_26050239,n,26050239,Level 2,Machakos,,,Matungulu west,Level 2,Private,rural,Rural,Hospital,0,0,0,0,0,0,0
10528,10529,Consolata Kyeni Kibugua Dispensary,-0.369063,37.618382,1461.700073,7.75,n_26101,n,26101,Level 2,Tharaka-Nithi,Chuka/Igambang'ombe,Chuka,Magumoni,Level 2,Faith Based Organization,urban,Urban,Dispensary,0,0,0,0,0,0,0
10529,10530,Pascal Kip Health Diagnostics,-1.247583,36.873921,1602.700073,21.113001,n_26112241,n,26112241,Level 2,Nairobi,Ruaraka,Ruaraka,Mathare North,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10530,10531,County Digitalis Medical Clinic,0.274989,37.886335,1884.3,8.625,n_26115243,n,26115243,Level 2,Meru,Igembe Central,Igembe Central,Kangeta,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10531,10532,Bangal  Nursing Home,-0.724202,39.017861,402.5,6.5,n_26124,n,26124,Level 3,Tana River,Bura,Bura,Bangale,Level 3,Private,rural,Rural,Nursing Home,0,0,0,0,0,0,0
10532,10533,Reliable Medical Health Services Limited (Nairobi),-1.28795,36.892551,1607.900024,23.587999,n_26135248,n,26135248,Level 2,Nairobi,,,Umoja 1,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10533,10534,Bahati Hospital - Tala,-1.267117,37.320227,1541.2,5.2,n_26188254,n,26188254,Level 2,Machakos,Matungulu,Matungulu,Tala,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10534,10535,"Agha Khan Medical Centre, Kakamega (Kakamega)",0.281753,34.756466,1585.6,4.433,n_26204259,n,26204259,Level 2,Kakamega,,,Maikalo,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10535,10536,Rwaka Health Care Services,-1.20599,36.786625,1556.2,9.15,n_26253,n,26253,Level 2,Kiambu,Kiambaa,Kiambaa,Ndenderu,Level 2,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
10536,10537,Moyeni Dispensary,-4.148793,39.390266,164.9,6.066,n_26298272,n,26298272,Level 2,Kwale,Kinango,Kinango,Kinango,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10537,10538,Priston Medical Centre,-0.285008,36.06546,1837.599976,3.042,n_26404,n,26404,Level 2,Nakuru,Nakuru Town East,Nakuru East,Biashara,Level 2,Private,urban,Urban,Medical Center,0,0,0,0,0,0,0
10538,10539,Reigns Community Hospital,-1.473604,37.310295,1879.375,6.814,n_26414,n,26414,Level 2,Machakos,Kathiani,Kathiani,Upper Kaewa/Iveti,Level 2,Private,rural,Rural,Medical Clinic,0,0,0,0,0,0,0
10539,10540,Kimathi Dispensary-Kipipiri Sub County,-0.37154,36.453911,2335.3,3.62,n_26474,n,26474,Level 2,Nyandarua,Kipipiri,Kipipiri,Kipipiri,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10540,10541,Geteni Dispensary,-0.734614,34.883914,2042.8,5.583,n_26490,n,26490,Level 2,Nyamira,Kitutu Masaba,Masaba North,Gachuba,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10541,10542,Xcellent Medical Clinic (Nakuru),-0.438347,35.972215,2130.2,11.1,n_26495,n,26495,Level 2,Nakuru,,,Kihingo,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10542,10543,Obunga Family Health Centre,-0.080791,34.763852,1145.300049,11.504,n_26499,n,26499,Level 3,Kisumu,Kisumu Central,Kisumu Central,Railways,Level 3,Private,urban,Urban,Health Center,0,0,0,0,0,0,0
10543,10544,Kisima Diagnostic & Treatment Centre,-1.396637,36.764835,1725.599976,8.576,n_26560,n,26560,Level 2,Kajiado,Kajiado North,Kajiado North,Ongata Rongai,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10544,10545,Clace La varde Medical Clinic,0.978844,37.327047,1254.2,9.32,n_26562,n,26562,Level 2,Samburu,Samburu East,Samburu East,Wamba East,Level 2,Private,urban,Urban,Medical Clinic,0,0,0,0,0,0,0
10545,10546,Mwongeti  Medical Clinic,-0.923005,34.812768,1907.7,5.66,n_26616,n,26616,Level 2,Kisii,Bomachoge Borabu,Bomachoge Borabu,Boochi Borabu,Level 2,Private,rural,Rural,Dispensary,0,0,0,0,0,0,0
10546,10547,Sidai Baare Medical Clinic,-1.192692,35.248841,1760.200073,3.38,n_26652,n,26652,Level 2,Narok,Narok West,Narok West,Mara,Level 3,Private,rural,Rural,Health Center,0,0,0,0,0,0,0
10547,10548,Java  Medical Centre  Kikambala,-3.891125,39.774851,15.6,5.02,n_26742,n,26742,Level 2,Kilifi,Kilifi South,Kilifi South,Mtepeni,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
10548,10549,Suswa Dispensary,-1.075838,36.310103,1741.5,16.9,n_26832,n,26832,Level 2,Narok,Narok East,Narok East,Keekonyokie,Level 2,Government/Public entity,rural,Rural,Dispensary,0,0,0,0,0,0,0
10549,10550,Mary Immaculate Catholic Dispensary( Makutano),-0.754302,37.279354,1150.2,3.64,n_26904,n,26904,Level 2,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Mutithi,Level 2,Faith Based Organization,rural,Rural,Dispensary,0,0,0,0,0,0,0
10550,10551,Neoglobal Medicare Hospital,-0.955235,34.512009,0.0,20.0,n_26945,n,26945,Level 4,Migori,Uriri,Uriri,Central Kanyamkago,Level 4,Private,urban,Urban,Hospital,0,0,0,0,0,0,0
10551,10552,Gakira Family Healthcare limited,-0.802519,36.961974,1803.8,3.357,n_26991,n,26991,Level 2,Murang'a,Kigumo,Kigumo,Kigumo,Level 2,Private,rural,Rural,Medical Center,0,0,0,0,0,0,0
